Plate read,Plate image,Context image,Address,Patroller,LPR unit,User,Event timestamp,Rule,Manual capture,Device
HKIQ48,C:\Users\gerardo\Documents\Image0-0 (66).jpg,C:\Users\gerardo\Documents\Image1-0 (66).jpg,,,SHARPV03161,,12/5/2019 6:11:11 AM,,No,PG6 East Entry
ATCF89,C:\Users\gerardo\Documents\Image0-1 (36).jpg,C:\Users\gerardo\Documents\Image1-1 (66).jpg,,,SHARPV03132,,12/5/2019 6:13:43 AM,,No,PG6 West Entry
KXIX33,C:\Users\gerardo\Documents\Image0-2 (38).jpg,C:\Users\gerardo\Documents\Image1-2 (66).jpg,,,SHARPV03132,,12/5/2019 6:16:27 AM,,No,PG6 West Entry
485YMN,C:\Users\gerardo\Documents\Image0-3 (35).jpg,C:\Users\gerardo\Documents\Image1-3 (66).jpg,,,SHARPV03161,,12/5/2019 6:18:43 AM,,No,PG6 East Entry
JXWF59,C:\Users\gerardo\Documents\Image0-4 (35).jpg,C:\Users\gerardo\Documents\Image1-4 (66).jpg,,,SHARPV03132,,12/5/2019 6:18:47 AM,,No,PG6 West Entry
IFUZ29,C:\Users\gerardo\Documents\Image0-5 (37).jpg,C:\Users\gerardo\Documents\Image1-5 (66).jpg,,,SHARPV03161,,12/5/2019 6:20:21 AM,,No,PG6 East Entry
JYDY19,C:\Users\gerardo\Documents\Image0-6 (32).jpg,C:\Users\gerardo\Documents\Image1-6 (66).jpg,,,SHARPV03132,,12/5/2019 6:20:23 AM,,No,PG6 West Entry
JQBL58,C:\Users\gerardo\Documents\Image0-7 (35).jpg,C:\Users\gerardo\Documents\Image1-7 (66).jpg,,,SHARPV03161,,12/5/2019 6:22:01 AM,,No,PG6 East Entry
HYQB30,C:\Users\gerardo\Documents\Image0-8 (32).jpg,C:\Users\gerardo\Documents\Image1-8 (66).jpg,,,SHARPV03132,,12/5/2019 6:22:42 AM,,No,PG6 West Entry
DRPK66,C:\Users\gerardo\Documents\Image0-9 (34).jpg,C:\Users\gerardo\Documents\Image1-9 (66).jpg,,,SHARPV03261,,12/5/2019 6:22:50 AM,,No,PG6 West Exit
JYJG64,C:\Users\gerardo\Documents\Image0-10 (31).jpg,C:\Users\gerardo\Documents\Image1-10 (66).jpg,,,SHARPV03261,,12/5/2019 6:22:53 AM,,No,PG6 West Exit
EFCB72,C:\Users\gerardo\Documents\Image0-11 (32).jpg,C:\Users\gerardo\Documents\Image1-11 (66).jpg,,,SHARPV03161,,12/5/2019 6:23:25 AM,,No,PG6 East Entry
GUVR14,C:\Users\gerardo\Documents\Image0-12 (32).jpg,C:\Users\gerardo\Documents\Image1-12 (65).jpg,,,SHARPV03161,,12/5/2019 6:24:08 AM,,No,PG6 East Entry
IQHD69,C:\Users\gerardo\Documents\Image0-13 (35).jpg,C:\Users\gerardo\Documents\Image1-13 (65).jpg,,,SHARPV03161,,12/5/2019 6:24:38 AM,,No,PG6 East Entry
NOPLATE,C:\Users\gerardo\Documents\Image0-14 (35).jpg,C:\Users\gerardo\Documents\Image1-14 (65).jpg,,,SHARPV03261,,12/5/2019 6:25:28 AM,,No,PG6 West Exit
GWTV41,C:\Users\gerardo\Documents\Image0-15 (33).jpg,C:\Users\gerardo\Documents\Image1-15 (65).jpg,,,SHARPV03161,,12/5/2019 6:25:43 AM,,No,PG6 East Entry
JFPI77,C:\Users\gerardo\Documents\Image0-16 (33).jpg,C:\Users\gerardo\Documents\Image1-16 (65).jpg,,,SHARPV03132,,12/5/2019 6:26:09 AM,,No,PG6 West Entry
ASTP89,C:\Users\gerardo\Documents\Image0-17 (32).jpg,C:\Users\gerardo\Documents\Image1-17 (65).jpg,,,SHARPV03132,,12/5/2019 6:26:10 AM,,No,PG6 West Entry
HBBU18,C:\Users\gerardo\Documents\Image0-18 (36).jpg,C:\Users\gerardo\Documents\Image1-18 (65).jpg,,,SHARPV03132,,12/5/2019 6:28:42 AM,,No,PG6 West Entry
HDQT49,C:\Users\gerardo\Documents\Image0-19 (32).jpg,C:\Users\gerardo\Documents\Image1-19 (65).jpg,,,SHARPV03161,,12/5/2019 6:31:37 AM,,No,PG6 East Entry
