Plate read,Plate image,Context image,Address,Patroller,LPR unit,User,Event timestamp,Rule,Manual capture,Device
947YIZ,C:\Users\gerardo\Documents\Image0-0 (50).jpg,C:\Users\gerardo\Documents\Image1-0 (50).jpg,,,SHARPXS0865,,12/3/2019 6:00:26 AM,,No,PG2 SE (Center) Entry
HHVP04,C:\Users\gerardo\Documents\Image0-1 (20).jpg,C:\Users\gerardo\Documents\Image1-1 (50).jpg,,,SHARPXS0865,,12/3/2019 6:07:20 AM,,No,PG2 SE (Center) Entry
GXMW32,C:\Users\gerardo\Documents\Image0-2 (22).jpg,C:\Users\gerardo\Documents\Image1-2 (50).jpg,,,SHARPXS0822,,12/3/2019 6:16:15 AM,,No,PG2 NW Entry
IVGS74,C:\Users\gerardo\Documents\Image0-3 (19).jpg,C:\Users\gerardo\Documents\Image1-3 (50).jpg,,,SHARPXS0822,,12/3/2019 6:17:59 AM,,No,PG2 NW Entry
KNTQ13,C:\Users\gerardo\Documents\Image0-4 (20).jpg,C:\Users\gerardo\Documents\Image1-4 (50).jpg,,,SHARPXS0822,,12/3/2019 6:20:36 AM,,No,PG2 NW Entry
IZUZ22,C:\Users\gerardo\Documents\Image0-5 (22).jpg,C:\Users\gerardo\Documents\Image1-5 (50).jpg,,,SHARPXS0865,,12/3/2019 6:22:37 AM,,No,PG2 SE (Center) Entry
KYK8912,C:\Users\gerardo\Documents\Image0-6 (18).jpg,C:\Users\gerardo\Documents\Image1-6 (50).jpg,,,SHARPXS0865,,12/3/2019 6:23:24 AM,,No,PG2 SE Entry
LNPG16,C:\Users\gerardo\Documents\Image0-7 (20).jpg,C:\Users\gerardo\Documents\Image1-7 (50).jpg,,,SHARPXS0865,,12/3/2019 6:23:30 AM,,No,PG2 SE (Center) Entry
ASMZ08,C:\Users\gerardo\Documents\Image0-8 (18).jpg,C:\Users\gerardo\Documents\Image1-8 (50).jpg,,,SHARPXS0865,,12/3/2019 6:26:34 AM,,No,PG2 SE (Center) Entry
ITFA38,C:\Users\gerardo\Documents\Image0-9 (19).jpg,C:\Users\gerardo\Documents\Image1-9 (50).jpg,,,SHARPXS0865,,12/3/2019 6:28:55 AM,,No,PG2 SE (Center) Entry
JILM25,C:\Users\gerardo\Documents\Image0-10 (17).jpg,C:\Users\gerardo\Documents\Image1-10 (50).jpg,,,SHARPXS0865,,12/3/2019 6:33:18 AM,,No,PG2 SE (Center) Entry
BNDX82,C:\Users\gerardo\Documents\Image0-11 (17).jpg,C:\Users\gerardo\Documents\Image1-11 (50).jpg,,,SHARPXS0865,,12/3/2019 6:34:27 AM,,No,PG2 SE (Center) Entry
HDUC51,C:\Users\gerardo\Documents\Image0-12 (18).jpg,C:\Users\gerardo\Documents\Image1-12 (49).jpg,,,SHARPXS0865,,12/3/2019 6:35:32 AM,,No,PG2 SE (Center) Entry
DTEP78,C:\Users\gerardo\Documents\Image0-13 (19).jpg,C:\Users\gerardo\Documents\Image1-13 (49).jpg,,,SHARPXS0866,,12/3/2019 6:35:58 AM,,No,PG2 SE Exit
HZLF74,C:\Users\gerardo\Documents\Image0-14 (19).jpg,C:\Users\gerardo\Documents\Image1-14 (49).jpg,,,SHARPXS0822,,12/3/2019 6:42:14 AM,,No,PG2 NW Entry
EMFM95,C:\Users\gerardo\Documents\Image0-15 (18).jpg,C:\Users\gerardo\Documents\Image1-15 (49).jpg,,,SHARPXS0865,,12/3/2019 6:42:23 AM,,No,PG2 SE (Center) Entry
054TLS,C:\Users\gerardo\Documents\Image0-16 (19).jpg,C:\Users\gerardo\Documents\Image1-16 (49).jpg,,,SHARPXS0865,,12/3/2019 6:43:47 AM,,No,PG2 SE (Center) Entry
CQWF79,C:\Users\gerardo\Documents\Image0-17 (18).jpg,C:\Users\gerardo\Documents\Image1-17 (49).jpg,,,SHARPXS0865,,12/3/2019 6:47:42 AM,,No,PG2 SE (Center) Entry
APXB64,C:\Users\gerardo\Documents\Image0-18 (20).jpg,C:\Users\gerardo\Documents\Image1-18 (49).jpg,,,SHARPXS0865,,12/3/2019 6:51:20 AM,,No,PG2 SE (Center) Entry
YI676,C:\Users\gerardo\Documents\Image0-19 (16).jpg,C:\Users\gerardo\Documents\Image1-19 (49).jpg,,,SHARPXS0821,,12/3/2019 6:52:53 AM,,No,PG2 NW Exit
069THI,C:\Users\gerardo\Documents\Image0-20 (20).jpg,C:\Users\gerardo\Documents\Image1-20 (49).jpg,,,SHARPXS0865,,12/3/2019 6:53:37 AM,,No,PG2 SE Entry
LIFP61,C:\Users\gerardo\Documents\Image0-21 (19).jpg,C:\Users\gerardo\Documents\Image1-21 (49).jpg,,,SHARPXS0822,,12/3/2019 6:54:09 AM,,No,PG2 NW Entry
EHCF36,C:\Users\gerardo\Documents\Image0-22 (20).jpg,C:\Users\gerardo\Documents\Image1-22 (49).jpg,,,SHARPXS0865,,12/3/2019 6:56:08 AM,,No,PG2 SE (Center) Entry
JTSN37,C:\Users\gerardo\Documents\Image0-23 (17).jpg,C:\Users\gerardo\Documents\Image1-23 (49).jpg,,,SHARPXS0865,,12/3/2019 6:57:05 AM,,No,PG2 SE (Center) Entry
