Plate read,Plate image,Context image,Address,Patroller,LPR unit,User,Event timestamp,Rule,Manual capture,Device
KWXR11,C:\Users\gerardo\Documents\Image0-0 (64).jpg,C:\Users\gerardo\Documents\Image1-0 (64).jpg,,,SHARPV03090,,12/5/2019 6:02:36 AM,,No,PG4 East Entry
JPRL12,C:\Users\gerardo\Documents\Image0-1 (34).jpg,C:\Users\gerardo\Documents\Image1-1 (64).jpg,,,SHARP30836,,12/5/2019 6:03:02 AM,,No,PG4 West Entry
HTPX47,C:\Users\gerardo\Documents\Image0-2 (36).jpg,C:\Users\gerardo\Documents\Image1-2 (64).jpg,,,SHARP30836,,12/5/2019 6:04:03 AM,,No,PG4 West Entry
DKFN24,C:\Users\gerardo\Documents\Image0-3 (33).jpg,C:\Users\gerardo\Documents\Image1-3 (64).jpg,,,SHARPV03090,,12/5/2019 6:04:49 AM,,No,PG4 East Entry
IPIG41,C:\Users\gerardo\Documents\Image0-4 (33).jpg,C:\Users\gerardo\Documents\Image1-4 (64).jpg,,,SHARP30836,,12/5/2019 6:05:12 AM,,No,PG4 West Entry
TUANIS3,C:\Users\gerardo\Documents\Image0-5 (35).jpg,C:\Users\gerardo\Documents\Image1-5 (64).jpg,,,SHARPV03090,,12/5/2019 6:05:18 AM,,No,PG4 East Entry
BDQN59,C:\Users\gerardo\Documents\Image0-6 (30).jpg,C:\Users\gerardo\Documents\Image1-6 (64).jpg,,,SHARP30836,,12/5/2019 6:05:25 AM,,No,PG4 West Entry
LSWI28,C:\Users\gerardo\Documents\Image0-7 (33).jpg,C:\Users\gerardo\Documents\Image1-7 (64).jpg,,,SHARPV03090,,12/5/2019 6:10:00 AM,,No,PG4 East Entry
LJIR06,C:\Users\gerardo\Documents\Image0-8 (30).jpg,C:\Users\gerardo\Documents\Image1-8 (64).jpg,,,SHARP30836,,12/5/2019 6:14:06 AM,,No,PG4 West Entry
LXXL19,C:\Users\gerardo\Documents\Image0-9 (32).jpg,C:\Users\gerardo\Documents\Image1-9 (64).jpg,,,SHARP30836,,12/5/2019 6:14:09 AM,,No,PG4 West Entry
HGBS27,C:\Users\gerardo\Documents\Image0-10 (29).jpg,C:\Users\gerardo\Documents\Image1-10 (64).jpg,,,SHARPV03090,,12/5/2019 6:14:35 AM,,No,PG4 East Entry
GNUU41,C:\Users\gerardo\Documents\Image0-11 (30).jpg,C:\Users\gerardo\Documents\Image1-11 (64).jpg,,,SHARP30836,,12/5/2019 6:14:51 AM,,No,PG4 West Entry
KQZK47,C:\Users\gerardo\Documents\Image0-12 (30).jpg,C:\Users\gerardo\Documents\Image1-12 (63).jpg,,,SHARPV03090,,12/5/2019 6:20:03 AM,,No,PG4 East Entry
GZYL70,C:\Users\gerardo\Documents\Image0-13 (33).jpg,C:\Users\gerardo\Documents\Image1-13 (63).jpg,,,SHARPV03090,,12/5/2019 6:21:55 AM,,No,PG4 East Entry
IQHD69,C:\Users\gerardo\Documents\Image0-14 (33).jpg,C:\Users\gerardo\Documents\Image1-14 (63).jpg,,,SHARPV03090,,12/5/2019 6:24:00 AM,,No,PG4 East Entry
NOPLATE,C:\Users\gerardo\Documents\Image0-15 (31).jpg,C:\Users\gerardo\Documents\Image1-15 (63).jpg,,,SHARPV03066,,12/5/2019 6:26:04 AM,,No,PG4 South East Exit
NOPLATE,C:\Users\gerardo\Documents\Image0-15 (31).jpg,C:\Users\gerardo\Documents\Image1-16 (63).jpg,,,SHARPV03066,,12/5/2019 6:26:08 AM,,No,PG4 South East Exit
J7J9D,C:\Users\gerardo\Documents\Image0-17 (30).jpg,C:\Users\gerardo\Documents\Image1-17 (63).jpg,,,SHARPV03066,,12/5/2019 6:26:20 AM,,No,PG4 South East Exit
