Plate read,Plate image,Context image,Address,Patroller,LPR unit,User,Event timestamp,Rule,Manual capture,Device
DQMB10,C:\Users\gerardo\Documents\Image0-0 (59).jpg,C:\Users\gerardo\Documents\Image1-0 (59).jpg,,,SHARPV04650,,12/4/2019 6:00:33 AM,,No,PG5 West Entry
B0LMK,C:\Users\gerardo\Documents\Image0-1 (29).jpg,C:\Users\gerardo\Documents\Image1-1 (59).jpg,,,SHARPV04667,,12/4/2019 6:00:36 AM,,No,PG5 East Entry
AWLQ19,C:\Users\gerardo\Documents\Image0-2 (31).jpg,C:\Users\gerardo\Documents\Image1-2 (59).jpg,,,SHARPV04667,,12/4/2019 6:01:02 AM,,No,PG5 East Entry
GCUH17,C:\Users\gerardo\Documents\Image0-3 (28).jpg,C:\Users\gerardo\Documents\Image1-3 (59).jpg,,,SHARPV04650,,12/4/2019 6:01:05 AM,,No,PG5 West Entry
DQMB10,C:\Users\gerardo\Documents\Image0-4 (29).jpg,C:\Users\gerardo\Documents\Image1-4 (59).jpg,,,SHARPV03069,,12/4/2019 6:01:38 AM,,No,PG5 West Exit
HDTX98,C:\Users\gerardo\Documents\Image0-5 (30).jpg,C:\Users\gerardo\Documents\Image1-5 (59).jpg,,,SHARPV04650,,12/4/2019 6:02:33 AM,,No,PG5 West Entry
JIGS63,C:\Users\gerardo\Documents\Image0-6 (26).jpg,C:\Users\gerardo\Documents\Image1-6 (59).jpg,,,SHARPV04650,,12/4/2019 6:03:09 AM,,No,PG5 West Entry
KYJW97,C:\Users\gerardo\Documents\Image0-7 (28).jpg,C:\Users\gerardo\Documents\Image1-7 (59).jpg,,,SHARPV04667,,12/4/2019 6:04:41 AM,,No,PG5 East Entry
AWLQ19,C:\Users\gerardo\Documents\Image0-8 (26).jpg,C:\Users\gerardo\Documents\Image1-8 (59).jpg,,,SHARPV06796,,12/4/2019 6:05:06 AM,,No,PG5 East Exit
CGEQ73,C:\Users\gerardo\Documents\Image0-9 (27).jpg,C:\Users\gerardo\Documents\Image1-9 (59).jpg,,,SHARPV04650,,12/4/2019 6:05:07 AM,,No,PG5 West Entry
