Plate read,Plate image,Context image,Address,Patroller,LPR unit,User,Event timestamp,Rule,Manual capture,Device
GXMW32,C:\Users\gerardo\Documents\Image0-0 (62).jpg,C:\Users\gerardo\Documents\Image1-0 (62).jpg,,,SHARPXS0822,,12/5/2019 6:13:08 AM,,No,PG2 NW Entry
IZUZ22,C:\Users\gerardo\Documents\Image0-1 (32).jpg,C:\Users\gerardo\Documents\Image1-1 (62).jpg,,,SHARPXS0865,,12/5/2019 6:18:37 AM,,No,PG2 SE (Center) Entry
G815167,C:\Users\gerardo\Documents\Image0-2 (34).jpg,C:\Users\gerardo\Documents\Image1-2 (62).jpg,,,SHARPXS0865,,12/5/2019 6:19:22 AM,,No,PG2 SE (Center) Entry
LNPG16,C:\Users\gerardo\Documents\Image0-3 (31).jpg,C:\Users\gerardo\Documents\Image1-3 (62).jpg,,,SHARPXS0865,,12/5/2019 6:26:44 AM,,No,PG2 SE (Center) Entry
B20Q,C:\Users\gerardo\Documents\Image0-4 (32).jpg,C:\Users\gerardo\Documents\Image1-4 (62).jpg,,,SHARPXS0865,,12/5/2019 6:27:32 AM,,No,PG2 SE (Center) Entry
ASMZ08,C:\Users\gerardo\Documents\Image0-5 (33).jpg,C:\Users\gerardo\Documents\Image1-5 (62).jpg,,,SHARPXS0865,,12/5/2019 6:29:56 AM,,No,PG2 SE (Center) Entry
BNDX82,C:\Users\gerardo\Documents\Image0-6 (29).jpg,C:\Users\gerardo\Documents\Image1-6 (62).jpg,,,SHARPXS0865,,12/5/2019 6:30:20 AM,,No,PG2 SE (Center) Entry
947YIZ,C:\Users\gerardo\Documents\Image0-7 (31).jpg,C:\Users\gerardo\Documents\Image1-7 (62).jpg,,,SHARPXS0865,,12/5/2019 6:30:41 AM,,No,PG2 SE (Center) Entry
HDNU98,C:\Users\gerardo\Documents\Image0-8 (29).jpg,C:\Users\gerardo\Documents\Image1-8 (62).jpg,,,SHARPXS0865,,12/5/2019 6:33:52 AM,,No,PG2 SE (Center) Entry
HDUC51,C:\Users\gerardo\Documents\Image0-9 (30).jpg,C:\Users\gerardo\Documents\Image1-9 (62).jpg,,,SHARPXS0865,,12/5/2019 6:35:36 AM,,No,PG2 SE (Center) Entry
EFKS91,C:\Users\gerardo\Documents\Image0-10 (27).jpg,C:\Users\gerardo\Documents\Image1-10 (62).jpg,,,SHARPXS0822,,12/5/2019 6:38:42 AM,,No,PG2 NW Entry
GCHE83,C:\Users\gerardo\Documents\Image0-11 (28).jpg,C:\Users\gerardo\Documents\Image1-11 (62).jpg,,,SHARPXS0866,,12/5/2019 6:38:50 AM,,No,PG2 SE Exit
HZLF74,C:\Users\gerardo\Documents\Image0-12 (28).jpg,C:\Users\gerardo\Documents\Image1-12 (61).jpg,,,SHARPXS0822,,12/5/2019 6:39:29 AM,,No,PG2 NW Entry
KEZK59,C:\Users\gerardo\Documents\Image0-13 (31).jpg,C:\Users\gerardo\Documents\Image1-13 (61).jpg,,,SHARPXS0865,,12/5/2019 6:40:20 AM,,No,PG2 SE (Center) Entry
054TLS,C:\Users\gerardo\Documents\Image0-14 (31).jpg,C:\Users\gerardo\Documents\Image1-14 (61).jpg,,,SHARPXS0865,,12/5/2019 6:43:42 AM,,No,PG2 SE (Center) Entry
CQWF79,C:\Users\gerardo\Documents\Image0-15 (29).jpg,C:\Users\gerardo\Documents\Image1-15 (61).jpg,,,SHARPXS0865,,12/5/2019 6:44:47 AM,,No,PG2 SE (Center) Entry
CRGB33,C:\Users\gerardo\Documents\Image0-16 (30).jpg,C:\Users\gerardo\Documents\Image1-16 (61).jpg,,,SHARPXS0822,,12/5/2019 6:45:44 AM,,No,PG2 NW Entry
KSWE29,C:\Users\gerardo\Documents\Image0-17 (29).jpg,C:\Users\gerardo\Documents\Image1-17 (61).jpg,,,SHARPXS0865,,12/5/2019 6:46:57 AM,,No,PG2 SE (Center) Entry
I71AV,C:\Users\gerardo\Documents\Image0-18 (32).jpg,C:\Users\gerardo\Documents\Image1-18 (61).jpg,,,SHARPXS0866,,12/5/2019 6:47:28 AM,,No,PG2 SE Exit
EMFM95,C:\Users\gerardo\Documents\Image0-19 (28).jpg,C:\Users\gerardo\Documents\Image1-19 (61).jpg,,,SHARPXS0865,,12/5/2019 6:48:33 AM,,No,PG2 SE (Center) Entry
APXB64,C:\Users\gerardo\Documents\Image0-20 (32).jpg,C:\Users\gerardo\Documents\Image1-20 (61).jpg,,,SHARPXS0865,,12/5/2019 6:48:40 AM,,No,PG2 SE (Center) Entry
JNKG01,C:\Users\gerardo\Documents\Image0-21 (29).jpg,C:\Users\gerardo\Documents\Image1-21 (61).jpg,,,SHARPXS0865,,12/5/2019 6:55:45 AM,,No,PG2 SE (Center) Entry
DQKK30,C:\Users\gerardo\Documents\Image0-22 (32).jpg,C:\Users\gerardo\Documents\Image1-22 (61).jpg,,,SHARPXS0822,,12/5/2019 6:55:59 AM,,No,PG2 NW Entry
LLRB75,C:\Users\gerardo\Documents\Image0-23 (29).jpg,C:\Users\gerardo\Documents\Image1-23 (61).jpg,,,SHARPXS0865,,12/5/2019 6:57:48 AM,,No,PG2 SE Entry
JCRX61,C:\Users\gerardo\Documents\Image0-24 (28).jpg,C:\Users\gerardo\Documents\Image1-24 (61).jpg,,,SHARPXS0866,,12/5/2019 6:58:12 AM,,No,PG2 SE Exit
ICEP25,C:\Users\gerardo\Documents\Image0-25 (27).jpg,C:\Users\gerardo\Documents\Image1-25 (61).jpg,,,SHARPXS0821,,12/5/2019 7:00:30 AM,,No,PG2 NW (Center) Exit
LZFP76,C:\Users\gerardo\Documents\Image0-26 (30).jpg,C:\Users\gerardo\Documents\Image1-26 (61).jpg,,,SHARPXS0822,,12/5/2019 7:01:40 AM,,No,PG2 NW Entry
EMHV78,C:\Users\gerardo\Documents\Image0-27 (31).jpg,C:\Users\gerardo\Documents\Image1-27 (61).jpg,,,SHARPXS0865,,12/5/2019 7:03:18 AM,,No,PG2 SE (Center) Entry
HHHR92,C:\Users\gerardo\Documents\Image0-28 (29).jpg,C:\Users\gerardo\Documents\Image1-28 (61).jpg,,,SHARPXS0865,,12/5/2019 7:03:38 AM,,No,PG2 SE (Center) Entry
IFMB27,C:\Users\gerardo\Documents\Image0-29 (28).jpg,C:\Users\gerardo\Documents\Image1-29 (61).jpg,,,SHARPXS0822,,12/5/2019 7:07:06 AM,,No,PG2 NW Entry
