Plate read,Plate image,Context image,Address,Patroller,LPR unit,User,Event timestamp,Rule,Manual capture,Device
DQMB10,C:\Users\gerardo\Documents\Image0-0 (60).jpg,C:\Users\gerardo\Documents\Image1-0 (60).jpg,,,SHARPV03161,,12/4/2019 6:02:49 AM,,No,PG6 East Entry
GAWB21,C:\Users\gerardo\Documents\Image0-1 (30).jpg,C:\Users\gerardo\Documents\Image1-1 (60).jpg,,,SHARPV03132,,12/4/2019 6:07:52 AM,,No,PG6 West Entry
NBYF80,C:\Users\gerardo\Documents\Image0-2 (32).jpg,C:\Users\gerardo\Documents\Image1-2 (60).jpg,,,SHARPV03288,,12/4/2019 6:08:14 AM,,No,PG6 East Exit
BFUQ85,C:\Users\gerardo\Documents\Image0-3 (29).jpg,C:\Users\gerardo\Documents\Image1-3 (60).jpg,,,SHARPV03132,,12/4/2019 6:09:38 AM,,No,PG6 West Entry
GXMP11,C:\Users\gerardo\Documents\Image0-4 (30).jpg,C:\Users\gerardo\Documents\Image1-4 (60).jpg,,,SHARPV03132,,12/4/2019 6:13:09 AM,,No,PG6 West Entry
LFHS73,C:\Users\gerardo\Documents\Image0-5 (31).jpg,C:\Users\gerardo\Documents\Image1-5 (60).jpg,,,SHARPV03132,,12/4/2019 6:13:16 AM,,No,PG6 West Entry
LHAZ41,C:\Users\gerardo\Documents\Image0-6 (27).jpg,C:\Users\gerardo\Documents\Image1-6 (60).jpg,,,SHARPV03161,,12/4/2019 6:16:00 AM,,No,PG6 East Entry
GTPA88,C:\Users\gerardo\Documents\Image0-7 (29).jpg,C:\Users\gerardo\Documents\Image1-7 (60).jpg,,,SHARPV03288,,12/4/2019 6:17:23 AM,,No,PG6 East Exit
URU97,C:\Users\gerardo\Documents\Image0-8 (27).jpg,C:\Users\gerardo\Documents\Image1-8 (60).jpg,,,SHARPV03161,,12/4/2019 6:21:35 AM,,No,PG6 East Entry
CVGN22,C:\Users\gerardo\Documents\Image0-9 (28).jpg,C:\Users\gerardo\Documents\Image1-9 (60).jpg,,,SHARPV03288,,12/4/2019 6:21:37 AM,,No,PG6 East Exit
IHZC13,C:\Users\gerardo\Documents\Image0-10 (25).jpg,C:\Users\gerardo\Documents\Image1-10 (60).jpg,,,SHARPV03132,,12/4/2019 6:22:16 AM,,No,PG6 West Entry
HYQB30,C:\Users\gerardo\Documents\Image0-11 (26).jpg,C:\Users\gerardo\Documents\Image1-11 (60).jpg,,,SHARPV03132,,12/4/2019 6:24:25 AM,,No,PG6 West Entry
332QFU,C:\Users\gerardo\Documents\Image0-12 (26).jpg,C:\Users\gerardo\Documents\Image1-12 (59).jpg,,,SHARPV03161,,12/4/2019 6:24:50 AM,,No,PG6 East Entry
GMKE09,C:\Users\gerardo\Documents\Image0-13 (29).jpg,C:\Users\gerardo\Documents\Image1-13 (59).jpg,,,SHARPV03161,,12/4/2019 6:25:04 AM,,No,PG6 East Entry
KDSF16,C:\Users\gerardo\Documents\Image0-14 (29).jpg,C:\Users\gerardo\Documents\Image1-14 (59).jpg,,,SHARPV03161,,12/4/2019 6:25:06 AM,,No,PG6 East Entry
IXSE65,C:\Users\gerardo\Documents\Image0-15 (27).jpg,C:\Users\gerardo\Documents\Image1-15 (59).jpg,,,SHARPV03161,,12/4/2019 6:25:16 AM,,No,PG6 East Entry
LQTS80,C:\Users\gerardo\Documents\Image0-16 (28).jpg,C:\Users\gerardo\Documents\Image1-16 (59).jpg,,,SHARPV03288,,12/4/2019 6:26:43 AM,,No,PG6 East Exit
NCUT59,C:\Users\gerardo\Documents\Image0-17 (27).jpg,C:\Users\gerardo\Documents\Image1-17 (59).jpg,,,SHARPV03132,,12/4/2019 6:27:06 AM,,No,PG6 West Entry
HDQT49,C:\Users\gerardo\Documents\Image0-18 (30).jpg,C:\Users\gerardo\Documents\Image1-18 (59).jpg,,,SHARPV03161,,12/4/2019 6:27:49 AM,,No,PG6 East Entry
AZBT34,C:\Users\gerardo\Documents\Image0-19 (26).jpg,C:\Users\gerardo\Documents\Image1-19 (59).jpg,,,SHARPV03161,,12/4/2019 6:28:01 AM,,No,PG6 East Entry
ASTP89,C:\Users\gerardo\Documents\Image0-20 (30).jpg,C:\Users\gerardo\Documents\Image1-20 (59).jpg,,,SHARPV03161,,12/4/2019 6:30:24 AM,,No,PG6 East Entry
HEZH56,C:\Users\gerardo\Documents\Image0-21 (27).jpg,C:\Users\gerardo\Documents\Image1-21 (59).jpg,,,SHARPV03132,,12/4/2019 6:31:50 AM,,No,PG6 West Entry
LEDM83,C:\Users\gerardo\Documents\Image0-22 (30).jpg,C:\Users\gerardo\Documents\Image1-22 (59).jpg,,,SHARPV03132,,12/4/2019 6:35:29 AM,,No,PG6 West Entry
