Plate read,Plate image,Context image,Address,Patroller,LPR unit,User,Event timestamp,Rule,Manual capture,Device
JNTA12,C:\Users\gerardo\Documents\Image0-0 (70).jpg,C:\Users\gerardo\Documents\Image1-0 (70).jpg,,,SHARP30836,,12/6/2019 6:02:28 AM,,No,PG4 West Entry
NOPLATE,C:\Users\gerardo\Documents\Image0-1 (40).jpg,C:\Users\gerardo\Documents\Image1-1 (70).jpg,,,SHARPV03066,,12/6/2019 6:03:51 AM,,No,PG4 South East Exit
IAWB62,C:\Users\gerardo\Documents\Image0-2 (42).jpg,C:\Users\gerardo\Documents\Image1-2 (70).jpg,,,SHARP30836,,12/6/2019 6:07:05 AM,,No,PG4 West Entry
IPIG41,C:\Users\gerardo\Documents\Image0-3 (39).jpg,C:\Users\gerardo\Documents\Image1-3 (70).jpg,,,SHARP30836,,12/6/2019 6:07:10 AM,,No,PG4 West Entry
LJIR06,C:\Users\gerardo\Documents\Image0-4 (39).jpg,C:\Users\gerardo\Documents\Image1-4 (70).jpg,,,SHARP30836,,12/6/2019 6:08:10 AM,,No,PG4 West Entry
Y6934,C:\Users\gerardo\Documents\Image0-5 (41).jpg,C:\Users\gerardo\Documents\Image1-5 (70).jpg,,,SHARP30836,,12/6/2019 6:12:14 AM,,No,PG4 West Entry
DUXW99,C:\Users\gerardo\Documents\Image0-6 (36).jpg,C:\Users\gerardo\Documents\Image1-6 (70).jpg,,,SHARPV03090,,12/6/2019 6:13:23 AM,,No,PG4 East Entry
BFVA39,C:\Users\gerardo\Documents\Image0-7 (39).jpg,C:\Users\gerardo\Documents\Image1-7 (70).jpg,,,SHARPV03090,,12/6/2019 6:16:47 AM,,No,PG4 East Entry
GNUU41,C:\Users\gerardo\Documents\Image0-8 (36).jpg,C:\Users\gerardo\Documents\Image1-8 (70).jpg,,,SHARP30836,,12/6/2019 6:17:01 AM,,No,PG4 West Entry
HEMAN,C:\Users\gerardo\Documents\Image0-9 (38).jpg,C:\Users\gerardo\Documents\Image1-9 (70).jpg,,,SHARPV04613,,12/6/2019 6:17:19 AM,,No,PG4 East Exit
