Plate read,Plate image,Context image,Address,Patroller,LPR unit,User,Event timestamp,Rule,Manual capture,Device
ATCL90,C:\Users\gerardo\Documents\Image0-0 (72).jpg,C:\Users\gerardo\Documents\Image1-0 (72).jpg,,,SHARPV03132,,12/6/2019 6:00:48 AM,,No,PG6 West Entry
GWTV41,C:\Users\gerardo\Documents\Image0-1 (42).jpg,C:\Users\gerardo\Documents\Image1-1 (72).jpg,,,SHARPV03161,,12/6/2019 6:04:13 AM,,No,PG6 East Entry
HYQB30,C:\Users\gerardo\Documents\Image0-2 (44).jpg,C:\Users\gerardo\Documents\Image1-2 (72).jpg,,,SHARPV03132,,12/6/2019 6:08:37 AM,,No,PG6 West Entry
LJHS84,C:\Users\gerardo\Documents\Image0-3 (41).jpg,C:\Users\gerardo\Documents\Image1-3 (72).jpg,,,SHARPV03161,,12/6/2019 6:16:46 AM,,No,PG6 East Entry
IKAH78,C:\Users\gerardo\Documents\Image0-4 (41).jpg,C:\Users\gerardo\Documents\Image1-4 (72).jpg,,,SHARPV03132,,12/6/2019 6:20:12 AM,,No,PG6 West Entry
GDNX27,C:\Users\gerardo\Documents\Image0-5 (43).jpg,C:\Users\gerardo\Documents\Image1-5 (72).jpg,,,SHARPV03132,,12/6/2019 6:23:21 AM,,No,PG6 West Entry
HDQT49,C:\Users\gerardo\Documents\Image0-6 (38).jpg,C:\Users\gerardo\Documents\Image1-6 (72).jpg,,,SHARPV03161,,12/6/2019 6:25:11 AM,,No,PG6 East Entry
753TBM,C:\Users\gerardo\Documents\Image0-7 (41).jpg,C:\Users\gerardo\Documents\Image1-7 (72).jpg,,,SHARPV03161,,12/6/2019 6:25:49 AM,,No,PG6 East Entry
NOPLATE,C:\Users\gerardo\Documents\Image0-8 (38).jpg,C:\Users\gerardo\Documents\Image1-8 (72).jpg,,,SHARPV03288,,12/6/2019 6:26:09 AM,,No,PG6 East Exit
AZBT34,C:\Users\gerardo\Documents\Image0-9 (40).jpg,C:\Users\gerardo\Documents\Image1-9 (72).jpg,,,SHARPV03161,,12/6/2019 6:26:09 AM,,No,PG6 East Entry
ASTP89,C:\Users\gerardo\Documents\Image0-10 (37).jpg,C:\Users\gerardo\Documents\Image1-10 (72).jpg,,,SHARPV03161,,12/6/2019 6:29:06 AM,,No,PG6 East Entry
HPCM59,C:\Users\gerardo\Documents\Image0-11 (38).jpg,C:\Users\gerardo\Documents\Image1-11 (72).jpg,,,SHARPV03161,,12/6/2019 6:30:00 AM,,No,PG6 East Entry
CXPN62,C:\Users\gerardo\Documents\Image0-12 (37).jpg,C:\Users\gerardo\Documents\Image1-12 (71).jpg,,,SHARPV03161,,12/6/2019 6:32:28 AM,,No,PG6 East Entry
KEMG44,C:\Users\gerardo\Documents\Image0-13 (41).jpg,C:\Users\gerardo\Documents\Image1-13 (71).jpg,,,SHARPV03132,,12/6/2019 6:34:11 AM,,No,PG6 West Entry
KZYH85,C:\Users\gerardo\Documents\Image0-14 (41).jpg,C:\Users\gerardo\Documents\Image1-14 (71).jpg,,,SHARPV03132,,12/6/2019 6:34:19 AM,,No,PG6 West Entry
LQQQ50,C:\Users\gerardo\Documents\Image0-15 (39).jpg,C:\Users\gerardo\Documents\Image1-15 (71).jpg,,,SHARPV03161,,12/6/2019 6:35:03 AM,,No,PG6 East Entry
EPQT70,C:\Users\gerardo\Documents\Image0-16 (38).jpg,C:\Users\gerardo\Documents\Image1-16 (71).jpg,,,SHARPV03161,,12/6/2019 6:35:35 AM,,No,PG6 East Entry
NCUT59,C:\Users\gerardo\Documents\Image0-17 (38).jpg,C:\Users\gerardo\Documents\Image1-17 (71).jpg,,,SHARPV03161,,12/6/2019 6:37:04 AM,,No,PG6 East Entry
ASFT87,C:\Users\gerardo\Documents\Image0-18 (41).jpg,C:\Users\gerardo\Documents\Image1-18 (71).jpg,,,SHARPV03161,,12/6/2019 6:37:35 AM,,No,PG6 East Entry
GMKE09,C:\Users\gerardo\Documents\Image0-19 (37).jpg,C:\Users\gerardo\Documents\Image1-19 (71).jpg,,,SHARPV03161,,12/6/2019 6:38:25 AM,,No,PG6 East Entry
HBBU18,C:\Users\gerardo\Documents\Image0-20 (39).jpg,C:\Users\gerardo\Documents\Image1-20 (71).jpg,,,SHARPV03132,,12/6/2019 6:41:54 AM,,No,PG6 West Entry
KDSF16,C:\Users\gerardo\Documents\Image0-21 (38).jpg,C:\Users\gerardo\Documents\Image1-21 (71).jpg,,,SHARPV03161,,12/6/2019 6:43:08 AM,,No,PG6 East Entry
485YMN,C:\Users\gerardo\Documents\Image0-22 (42).jpg,C:\Users\gerardo\Documents\Image1-22 (71).jpg,,,SHARPV03161,,12/6/2019 6:44:16 AM,,No,PG6 East Entry
DWWM74,C:\Users\gerardo\Documents\Image0-23 (37).jpg,C:\Users\gerardo\Documents\Image1-23 (71).jpg,,,SHARPV03161,,12/6/2019 6:44:28 AM,,No,PG6 East Entry
DRPP69,C:\Users\gerardo\Documents\Image0-24 (36).jpg,C:\Users\gerardo\Documents\Image1-24 (71).jpg,,,SHARPV03132,,12/6/2019 6:44:29 AM,,No,PG6 West Entry
GELH97,C:\Users\gerardo\Documents\Image0-25 (36).jpg,C:\Users\gerardo\Documents\Image1-25 (71).jpg,,,SHARPV03161,,12/6/2019 6:44:41 AM,,No,PG6 East Entry
DKPV22,C:\Users\gerardo\Documents\Image0-26 (39).jpg,C:\Users\gerardo\Documents\Image1-26 (71).jpg,,,SHARPV03132,,12/6/2019 6:45:22 AM,,No,PG6 West Entry
ASTE11,C:\Users\gerardo\Documents\Image0-27 (41).jpg,C:\Users\gerardo\Documents\Image1-27 (71).jpg,,,SHARPV03132,,12/6/2019 6:45:25 AM,,No,PG6 West Entry
HEZH56,C:\Users\gerardo\Documents\Image0-28 (38).jpg,C:\Users\gerardo\Documents\Image1-28 (71).jpg,,,SHARPV03132,,12/6/2019 6:45:27 AM,,No,PG6 West Entry
HCLA85,C:\Users\gerardo\Documents\Image0-29 (38).jpg,C:\Users\gerardo\Documents\Image1-29 (71).jpg,,,SHARPV03161,,12/6/2019 6:47:24 AM,,No,PG6 East Entry
GMLE47,C:\Users\gerardo\Documents\Image0-30 (36).jpg,C:\Users\gerardo\Documents\Image1-30 (71).jpg,,,SHARPV03132,,12/6/2019 6:47:29 AM,,No,PG6 West Entry
YH130,C:\Users\gerardo\Documents\Image0-31 (40).jpg,C:\Users\gerardo\Documents\Image1-31 (71).jpg,,,SHARPV03161,,12/6/2019 6:50:30 AM,,No,PG6 East Entry
IVDL58,C:\Users\gerardo\Documents\Image0-32 (42).jpg,C:\Users\gerardo\Documents\Image1-32 (70).jpg,,,SHARPV03161,,12/6/2019 6:51:20 AM,,No,PG6 East Entry
GSPI48,C:\Users\gerardo\Documents\Image0-33 (40).jpg,C:\Users\gerardo\Documents\Image1-33 (70).jpg,,,SHARPV03132,,12/6/2019 6:51:23 AM,,No,PG6 West Entry
JXVU29,C:\Users\gerardo\Documents\Image0-34 (40).jpg,C:\Users\gerardo\Documents\Image1-34 (69).jpg,,,SHARPV03161,,12/6/2019 6:53:58 AM,,No,PG6 East Entry
IYPT20,C:\Users\gerardo\Documents\Image0-35 (40).jpg,C:\Users\gerardo\Documents\Image1-35 (69).jpg,,,SHARPV03132,,12/6/2019 6:56:40 AM,,No,PG6 West Entry
LFHL09,C:\Users\gerardo\Documents\Image0-36 (37).jpg,C:\Users\gerardo\Documents\Image1-36 (69).jpg,,,SHARPV03132,,12/6/2019 6:56:46 AM,,No,PG6 West Entry
IJWB69,C:\Users\gerardo\Documents\Image0-37 (38).jpg,C:\Users\gerardo\Documents\Image1-37 (69).jpg,,,SHARPV03132,,12/6/2019 6:56:50 AM,,No,PG6 West Entry
HDJD58,C:\Users\gerardo\Documents\Image0-38 (39).jpg,C:\Users\gerardo\Documents\Image1-38 (69).jpg,,,SHARPV03161,,12/6/2019 6:56:56 AM,,No,PG6 East Entry
AYUI18,C:\Users\gerardo\Documents\Image0-39 (37).jpg,C:\Users\gerardo\Documents\Image1-39 (69).jpg,,,SHARPV03132,,12/6/2019 6:57:14 AM,,No,PG6 West Entry
NOPLATE,C:\Users\gerardo\Documents\Image0-8 (38).jpg,C:\Users\gerardo\Documents\Image1-40 (69).jpg,,,SHARPV03132,,12/6/2019 7:00:18 AM,,No,PG6 West Entry
JYHX64,C:\Users\gerardo\Documents\Image0-41 (38).jpg,C:\Users\gerardo\Documents\Image1-41 (69).jpg,,,SHARPV03132,,12/6/2019 7:00:21 AM,,No,PG6 West Entry
GZTT63,C:\Users\gerardo\Documents\Image0-42 (38).jpg,C:\Users\gerardo\Documents\Image1-42 (69).jpg,,,SHARPV03132,,12/6/2019 7:02:37 AM,,No,PG6 West Entry
GWTV41,C:\Users\gerardo\Documents\Image0-43 (41).jpg,C:\Users\gerardo\Documents\Image1-43 (69).jpg,,,SHARPV03288,,12/6/2019 7:03:34 AM,,No,PG6 East Exit
KFJW72,C:\Users\gerardo\Documents\Image0-44 (40).jpg,C:\Users\gerardo\Documents\Image1-44 (68).jpg,,,SHARPV03132,,12/6/2019 7:04:07 AM,,No,PG6 West Entry
JSRM12,C:\Users\gerardo\Documents\Image0-45 (42).jpg,C:\Users\gerardo\Documents\Image1-45 (68).jpg,,,SHARPV03132,,12/6/2019 7:04:10 AM,,No,PG6 West Entry
DJIS84,C:\Users\gerardo\Documents\Image0-46 (41).jpg,C:\Users\gerardo\Documents\Image1-46 (68).jpg,,,SHARPV03132,,12/6/2019 7:04:14 AM,,No,PG6 West Entry
YH130,C:\Users\gerardo\Documents\Image0-47 (35).jpg,C:\Users\gerardo\Documents\Image1-47 (66).jpg,,,SHARPV03261,,12/6/2019 7:04:18 AM,,No,PG6 West Exit
HDNG25,C:\Users\gerardo\Documents\Image0-48 (38).jpg,C:\Users\gerardo\Documents\Image1-48 (66).jpg,,,SHARPV03161,,12/6/2019 7:05:01 AM,,No,PG6 East Entry
JDAL45,C:\Users\gerardo\Documents\Image0-49 (38).jpg,C:\Users\gerardo\Documents\Image1-49 (66).jpg,,,SHARPV03132,,12/6/2019 7:05:23 AM,,No,PG6 West Entry
HMAN51,C:\Users\gerardo\Documents\Image0-50 (39).jpg,C:\Users\gerardo\Documents\Image1-50 (66).jpg,,,SHARPV03132,,12/6/2019 7:08:01 AM,,No,PG6 West Entry
BSAG88,C:\Users\gerardo\Documents\Image0-51 (38).jpg,C:\Users\gerardo\Documents\Image1-51 (66).jpg,,,SHARPV03132,,12/6/2019 7:09:29 AM,,No,PG6 West Entry
GYVM62,C:\Users\gerardo\Documents\Image0-52 (39).jpg,C:\Users\gerardo\Documents\Image1-52 (66).jpg,,,SHARPV03132,,12/6/2019 7:09:58 AM,,No,PG6 West Entry
CGFA84,C:\Users\gerardo\Documents\Image0-53 (37).jpg,C:\Users\gerardo\Documents\Image1-53 (66).jpg,,,SHARPV03161,,12/6/2019 7:10:00 AM,,No,PG6 East Entry
JJ3SU,C:\Users\gerardo\Documents\Image0-54 (40).jpg,C:\Users\gerardo\Documents\Image1-54 (64).jpg,,,SHARPV03132,,12/6/2019 7:12:19 AM,,No,PG6 West Entry
DJHC57,C:\Users\gerardo\Documents\Image0-55 (41).jpg,C:\Users\gerardo\Documents\Image1-55 (64).jpg,,,SHARPV03132,,12/6/2019 7:12:57 AM,,No,PG6 West Entry
KGJN52,C:\Users\gerardo\Documents\Image0-56 (40).jpg,C:\Users\gerardo\Documents\Image1-56 (64).jpg,,,SHARPV03132,,12/6/2019 7:14:24 AM,,No,PG6 West Entry
560XLK,C:\Users\gerardo\Documents\Image0-57 (41).jpg,C:\Users\gerardo\Documents\Image1-57 (64).jpg,,,SHARPV03288,,12/6/2019 7:14:41 AM,,No,PG6 East Exit
LATQ39,C:\Users\gerardo\Documents\Image0-58 (41).jpg,C:\Users\gerardo\Documents\Image1-58 (64).jpg,,,SHARPV03132,,12/6/2019 7:16:12 AM,,No,PG6 West Entry
IJXP61,C:\Users\gerardo\Documents\Image0-59 (41).jpg,C:\Users\gerardo\Documents\Image1-59 (64).jpg,,,SHARPV03132,,12/6/2019 7:17:34 AM,,No,PG6 West Entry
JRSH46,C:\Users\gerardo\Documents\Image0-60 (40).jpg,C:\Users\gerardo\Documents\Image1-60 (64).jpg,,,SHARPV03132,,12/6/2019 7:17:50 AM,,No,PG6 West Entry
643TSW,C:\Users\gerardo\Documents\Image0-61 (42).jpg,C:\Users\gerardo\Documents\Image1-61 (64).jpg,,,SHARPV03161,,12/6/2019 7:18:17 AM,,No,PG6 East Entry
HYAS31,C:\Users\gerardo\Documents\Image0-62 (38).jpg,C:\Users\gerardo\Documents\Image1-62 (64).jpg,,,SHARPV03161,,12/6/2019 7:19:11 AM,,No,PG6 East Entry
JRTN88,C:\Users\gerardo\Documents\Image0-63 (38).jpg,C:\Users\gerardo\Documents\Image1-63 (64).jpg,,,SHARPV03161,,12/6/2019 7:19:41 AM,,No,PG6 East Entry
HIJZ03,C:\Users\gerardo\Documents\Image0-64 (38).jpg,C:\Users\gerardo\Documents\Image1-64 (64).jpg,,,SHARPV03161,,12/6/2019 7:19:50 AM,,No,PG6 East Entry
KQNC79,C:\Users\gerardo\Documents\Image0-65 (39).jpg,C:\Users\gerardo\Documents\Image1-65 (64).jpg,,,SHARPV03132,,12/6/2019 7:20:11 AM,,No,PG6 West Entry
LNMZ87,C:\Users\gerardo\Documents\Image0-66 (42).jpg,C:\Users\gerardo\Documents\Image1-66 (64).jpg,,,SHARPV03132,,12/6/2019 7:20:14 AM,,No,PG6 West Entry
CJBV37,C:\Users\gerardo\Documents\Image0-67 (42).jpg,C:\Users\gerardo\Documents\Image1-67 (64).jpg,,,SHARPV03132,,12/6/2019 7:20:27 AM,,No,PG6 West Entry
DJIY78,C:\Users\gerardo\Documents\Image0-68 (40).jpg,C:\Users\gerardo\Documents\Image1-68 (64).jpg,,,SHARPV03161,,12/6/2019 7:21:23 AM,,No,PG6 East Entry
JQPY18,C:\Users\gerardo\Documents\Image0-69 (41).jpg,C:\Users\gerardo\Documents\Image1-69 (64).jpg,,,SHARPV03132,,12/6/2019 7:23:34 AM,,No,PG6 West Entry
LSUH41,C:\Users\gerardo\Documents\Image0-70 (41).jpg,C:\Users\gerardo\Documents\Image1-70 (63).jpg,,,SHARPV03132,,12/6/2019 7:23:37 AM,,No,PG6 West Entry
CSGW03,C:\Users\gerardo\Documents\Image0-71 (39).jpg,C:\Users\gerardo\Documents\Image1-71 (63).jpg,,,SHARPV03161,,12/6/2019 7:25:32 AM,,No,PG6 East Entry
GWTV41,C:\Users\gerardo\Documents\Image0-72 (38).jpg,C:\Users\gerardo\Documents\Image1-72 (62).jpg,,,SHARPV03161,,12/6/2019 7:26:07 AM,,No,PG6 East Entry
IPTI90,C:\Users\gerardo\Documents\Image0-73 (38).jpg,C:\Users\gerardo\Documents\Image1-73 (61).jpg,,,SHARPV03161,,12/6/2019 7:26:39 AM,,No,PG6 East Entry
KUUX37,C:\Users\gerardo\Documents\Image0-74 (37).jpg,C:\Users\gerardo\Documents\Image1-74 (61).jpg,,,SHARPV03161,,12/6/2019 7:26:50 AM,,No,PG6 East Entry
IKJA56,C:\Users\gerardo\Documents\Image0-75 (41).jpg,C:\Users\gerardo\Documents\Image1-75 (61).jpg,,,SHARPV03161,,12/6/2019 7:27:29 AM,,No,PG6 East Entry
DQJT13,C:\Users\gerardo\Documents\Image0-76 (39).jpg,C:\Users\gerardo\Documents\Image1-76 (61).jpg,,,SHARPV03132,,12/6/2019 7:27:30 AM,,No,PG6 West Entry
GXIZ94,C:\Users\gerardo\Documents\Image0-77 (40).jpg,C:\Users\gerardo\Documents\Image1-77 (61).jpg,,,SHARPV03132,,12/6/2019 7:27:40 AM,,No,PG6 West Entry
KFHV43,C:\Users\gerardo\Documents\Image0-78 (41).jpg,C:\Users\gerardo\Documents\Image1-78 (60).jpg,,,SHARPV03161,,12/6/2019 7:28:56 AM,,No,PG6 East Entry
HYBH60,C:\Users\gerardo\Documents\Image0-79 (39).jpg,C:\Users\gerardo\Documents\Image1-79 (58).jpg,,,SHARPV03132,,12/6/2019 7:31:19 AM,,No,PG6 West Entry
HDMP27,C:\Users\gerardo\Documents\Image0-80 (39).jpg,C:\Users\gerardo\Documents\Image1-80 (58).jpg,,,SHARPV03161,,12/6/2019 7:31:51 AM,,No,PG6 East Entry
CNGN06,C:\Users\gerardo\Documents\Image0-81 (38).jpg,C:\Users\gerardo\Documents\Image1-81 (58).jpg,,,SHARPV03132,,12/6/2019 7:33:17 AM,,No,PG6 West Entry
HCAZ22,C:\Users\gerardo\Documents\Image0-82 (38).jpg,C:\Users\gerardo\Documents\Image1-82 (58).jpg,,,SHARPV03132,,12/6/2019 7:33:19 AM,,No,PG6 West Entry
GFDT66,C:\Users\gerardo\Documents\Image0-83 (40).jpg,C:\Users\gerardo\Documents\Image1-83 (58).jpg,,,SHARPV03161,,12/6/2019 7:33:20 AM,,No,PG6 East Entry
HJXT92,C:\Users\gerardo\Documents\Image0-84 (35).jpg,C:\Users\gerardo\Documents\Image1-84 (58).jpg,,,SHARPV03161,,12/6/2019 7:33:23 AM,,No,PG6 East Entry
HBLK80,C:\Users\gerardo\Documents\Image0-85 (41).jpg,C:\Users\gerardo\Documents\Image1-85 (58).jpg,,,SHARPV03132,,12/6/2019 7:33:23 AM,,No,PG6 West Entry
IJYA24,C:\Users\gerardo\Documents\Image0-86 (40).jpg,C:\Users\gerardo\Documents\Image1-86 (58).jpg,,,SHARPV03132,,12/6/2019 7:33:25 AM,,No,PG6 West Entry
IAUN17,C:\Users\gerardo\Documents\Image0-87 (36).jpg,C:\Users\gerardo\Documents\Image1-87 (58).jpg,,,SHARPV03161,,12/6/2019 7:33:27 AM,,No,PG6 East Entry
LAYX33,C:\Users\gerardo\Documents\Image0-88 (41).jpg,C:\Users\gerardo\Documents\Image1-88 (58).jpg,,,SHARPV03161,,12/6/2019 7:34:57 AM,,No,PG6 East Entry
IAVE07,C:\Users\gerardo\Documents\Image0-89 (41).jpg,C:\Users\gerardo\Documents\Image1-89 (57).jpg,,,SHARPV03132,,12/6/2019 7:35:05 AM,,No,PG6 West Entry
JHBK37,C:\Users\gerardo\Documents\Image0-90 (38).jpg,C:\Users\gerardo\Documents\Image1-90 (57).jpg,,,SHARPV03132,,12/6/2019 7:35:11 AM,,No,PG6 West Entry
IXEG37,C:\Users\gerardo\Documents\Image0-91 (39).jpg,C:\Users\gerardo\Documents\Image1-91 (55).jpg,,,SHARPV03161,,12/6/2019 7:35:16 AM,,No,PG6 East Entry
GRNM30,C:\Users\gerardo\Documents\Image0-92 (40).jpg,C:\Users\gerardo\Documents\Image1-92 (55).jpg,,,SHARPV03132,,12/6/2019 7:36:39 AM,,No,PG6 West Entry
730TMG,C:\Users\gerardo\Documents\Image0-93 (36).jpg,C:\Users\gerardo\Documents\Image1-93 (55).jpg,,,SHARPV03132,,12/6/2019 7:36:42 AM,,No,PG6 West Entry
DQLZ85,C:\Users\gerardo\Documents\Image0-94 (38).jpg,C:\Users\gerardo\Documents\Image1-94 (55).jpg,,,SHARPV03161,,12/6/2019 7:38:23 AM,,No,PG6 East Entry
GRAE39,C:\Users\gerardo\Documents\Image0-95 (39).jpg,C:\Users\gerardo\Documents\Image1-95 (55).jpg,,,SHARPV03161,,12/6/2019 7:38:28 AM,,No,PG6 East Entry
LPNM77,C:\Users\gerardo\Documents\Image0-96 (37).jpg,C:\Users\gerardo\Documents\Image1-96 (55).jpg,,,SHARPV03132,,12/6/2019 7:39:10 AM,,No,PG6 West Entry
